"YEAR":"payroll_avg":"payroll_unit":"product_category_name":"price_avg":"price_unit":"price_value":"price_value_unit":"payroll_unit / price_unit"
2006:19536:Kč:Banány žluté:27.31:Kč:1.0:kg:715.0
2013:25031:Kč:Jablka konzumní:34.3:Kč:1.0:kg:730.0
2014:25760:Kč:Jablka konzumní:30.52:Kč:1.0:kg:844.0
2015:26582:Kč:Jablka konzumní:29.87:Kč:1.0:kg:890.0
2016:27756:Kč:Jablka konzumní:29.94:Kč:1.0:kg:927.0
2017:29626:Kč:Jablka konzumní:32.63:Kč:1.0:kg:908.0
2018:32043:Kč:Jablka konzumní:36.18:Kč:1.0:kg:886.0
2015:26582:Kč:Jakostní víno bílé:92.42:Kč:0.75:l:288.0
2016:27756:Kč:Jakostní víno bílé:94.65:Kč:0.75:l:293.0
2017:29626:Kč:Jakostní víno bílé:96.7:Kč:0.75:l:306.0
2018:32043:Kč:Jakostní víno bílé:100.1:Kč:0.75:l:320.0
2006:19536:Kč:Jogurt bílý netučný:5.83:Kč:150.0:g:3351.0
2007:20947:Kč:Jogurt bílý netučný:5.88:Kč:150.0:g:3562.0
2008:22592:Kč:Jogurt bílý netučný:6.28:Kč:150.0:g:3597.0
2009:23353:Kč:Jogurt bílý netučný:6.08:Kč:150.0:g:3841.0
2010:23858:Kč:Jogurt bílý netučný:6.26:Kč:150.0:g:3811.0
2011:24452:Kč:Jogurt bílý netučný:6.52:Kč:150.0:g:3750.0
2012:25063:Kč:Jogurt bílý netučný:7.16:Kč:150.0:g:3500.0
2013:25031:Kč:Jogurt bílý netučný:7.7:Kč:150.0:g:3251.0
2014:25760:Kč:Jogurt bílý netučný:8.5:Kč:150.0:g:3031.0
2015:26582:Kč:Jogurt bílý netučný:8.52:Kč:150.0:g:3120.0
2016:27756:Kč:Jogurt bílý netučný:8.11:Kč:150.0:g:3422.0
2017:29626:Kč:Jogurt bílý netučný:8.73:Kč:150.0:g:3394.0
2018:32043:Kč:Jogurt bílý netučný:9.17:Kč:150.0:g:3494.0
2006:19536:Kč:Kapr živý:69.35:Kč:1.0:kg:282.0
2007:20947:Kč:Kapr živý:78.98:Kč:1.0:kg:265.0
2008:22592:Kč:Kapr živý:80.37:Kč:1.0:kg:281.0
2009:23353:Kč:Kapr živý:82.0:Kč:1.0:kg:285.0
2010:23858:Kč:Kapr živý:84.38:Kč:1.0:kg:283.0
2011:24452:Kč:Kapr živý:86.85:Kč:1.0:kg:282.0
2012:25063:Kč:Kapr živý:90.09:Kč:1.0:kg:278.0
2013:25031:Kč:Kapr živý:88.09:Kč:1.0:kg:284.0
2014:25760:Kč:Kapr živý:86.37:Kč:1.0:kg:298.0
2015:26582:Kč:Kapr živý:87.17:Kč:1.0:kg:305.0
2016:27756:Kč:Kapr živý:85.07:Kč:1.0:kg:326.0
2017:29626:Kč:Kapr živý:87.72:Kč:1.0:kg:338.0
2018:32043:Kč:Kapr živý:93.46:Kč:1.0:kg:343.0
2006:19536:Kč:Konzumní brambory:12.08:Kč:1.0:kg:1617.0
2007:20947:Kč:Konzumní brambory:14.1:Kč:1.0:kg:1486.0
2008:22592:Kč:Konzumní brambory:10.78:Kč:1.0:kg:2096.0
2009:23353:Kč:Konzumní brambory:10.22:Kč:1.0:kg:2285.0
2010:23858:Kč:Konzumní brambory:13.27:Kč:1.0:kg:1798.0
2011:24452:Kč:Konzumní brambory:13.53:Kč:1.0:kg:1807.0
2012:25063:Kč:Konzumní brambory:10.56:Kč:1.0:kg:2373.0
2013:25031:Kč:Konzumní brambory:16.93:Kč:1.0:kg:1478.0
2014:25760:Kč:Konzumní brambory:13.52:Kč:1.0:kg:1905.0
2015:26582:Kč:Konzumní brambory:13.34:Kč:1.0:kg:1993.0
2016:27756:Kč:Konzumní brambory:15.21:Kč:1.0:kg:1825.0
2017:29626:Kč:Konzumní brambory:15.93:Kč:1.0:kg:1860.0
2018:32043:Kč:Konzumní brambory:15.08:Kč:1.0:kg:2125.0
2006:19536:Kč:Kuřata kuchaná celá:47.47:Kč:1.0:kg:412.0
2007:20947:Kč:Kuřata kuchaná celá:53.61:Kč:1.0:kg:391.0
2008:22592:Kč:Kuřata kuchaná celá:60.86:Kč:1.0:kg:371.0
2009:23353:Kč:Kuřata kuchaná celá:57.86:Kč:1.0:kg:404.0
2010:23858:Kč:Kuřata kuchaná celá:56.9:Kč:1.0:kg:419.0
2011:24452:Kč:Kuřata kuchaná celá:58.29:Kč:1.0:kg:419.0
2012:25063:Kč:Kuřata kuchaná celá:62.9:Kč:1.0:kg:398.0
2013:25031:Kč:Kuřata kuchaná celá:69.3:Kč:1.0:kg:361.0
2014:25760:Kč:Kuřata kuchaná celá:71.76:Kč:1.0:kg:359.0
2015:26582:Kč:Kuřata kuchaná celá:69.58:Kč:1.0:kg:382.0
2016:27756:Kč:Kuřata kuchaná celá:68.97:Kč:1.0:kg:402.0
2017:29626:Kč:Kuřata kuchaná celá:68.18:Kč:1.0:kg:435.0
2018:32043:Kč:Kuřata kuchaná celá:69.31:Kč:1.0:kg:462.0
2006:19536:Kč:Máslo:104.39:Kč:1.0:kg:187.0
2007:20947:Kč:Máslo:115.78:Kč:1.0:kg:181.0
2008:22592:Kč:Máslo:114.74:Kč:1.0:kg:197.0
2009:23353:Kč:Máslo:96.09:Kč:1.0:kg:243.0
2010:23858:Kč:Máslo:118.39:Kč:1.0:kg:202.0
2011:24452:Kč:Máslo:139.19:Kč:1.0:kg:176.0
2012:25063:Kč:Máslo:137.03:Kč:1.0:kg:183.0
2013:25031:Kč:Máslo:154.8:Kč:1.0:kg:162.0
2014:25760:Kč:Máslo:162.97:Kč:1.0:kg:158.0
2015:26582:Kč:Máslo:157.04:Kč:1.0:kg:169.0
2016:27756:Kč:Máslo:148.34:Kč:1.0:kg:187.0
2017:29626:Kč:Máslo:197.79:Kč:1.0:kg:150.0
2018:32043:Kč:Máslo:207.08:Kč:1.0:kg:155.0
2006:19536:Kč:Mléko polotučné pasterované:14.44:Kč:1.0:l:1353.0
2007:20947:Kč:Mléko polotučné pasterované:15.59:Kč:1.0:l:1344.0
2008:22592:Kč:Mléko polotučné pasterované:17.93:Kč:1.0:l:1260.0
2009:23353:Kč:Mléko polotučné pasterované:15.66:Kč:1.0:l:1491.0
2010:23858:Kč:Mléko polotučné pasterované:16.03:Kč:1.0:l:1488.0
2011:24452:Kč:Mléko polotučné pasterované:17.65:Kč:1.0:l:1385.0
2012:25063:Kč:Mléko polotučné pasterované:18.8:Kč:1.0:l:1333.0
2013:25031:Kč:Mléko polotučné pasterované:19.34:Kč:1.0:l:1294.0
2014:25760:Kč:Mléko polotučné pasterované:20.7:Kč:1.0:l:1244.0
2015:26582:Kč:Mléko polotučné pasterované:19.54:Kč:1.0:l:1360.0
2016:27756:Kč:Mléko polotučné pasterované:17.9:Kč:1.0:l:1551.0
2017:29626:Kč:Mléko polotučné pasterované:19.49:Kč:1.0:l:1520.0
2018:32043:Kč:Mléko polotučné pasterované:19.82:Kč:1.0:l:1617.0
2006:19536:Kč:Mrkev:14.41:Kč:1.0:kg:1356.0
2007:20947:Kč:Mrkev:14.18:Kč:1.0:kg:1477.0
2008:22592:Kč:Mrkev:16.87:Kč:1.0:kg:1339.0
2009:23353:Kč:Mrkev:16.56:Kč:1.0:kg:1410.0
2010:23858:Kč:Mrkev:15.79:Kč:1.0:kg:1511.0
2011:24452:Kč:Mrkev:16.44:Kč:1.0:kg:1487.0
2012:25063:Kč:Mrkev:17.44:Kč:1.0:kg:1437.0
2013:25031:Kč:Mrkev:18.59:Kč:1.0:kg:1346.0
2014:25760:Kč:Mrkev:16.22:Kč:1.0:kg:1588.0
2015:26582:Kč:Mrkev:20.83:Kč:1.0:kg:1276.0
2016:27756:Kč:Mrkev:18.55:Kč:1.0:kg:1496.0
2017:29626:Kč:Mrkev:15.03:Kč:1.0:kg:1971.0
2018:32043:Kč:Mrkev:22.45:Kč:1.0:kg:1427.0
2006:19536:Kč:Papriky:35.31:Kč:1.0:kg:553.0
2007:20947:Kč:Papriky:68.79:Kč:1.0:kg:305.0
2008:22592:Kč:Papriky:62.3:Kč:1.0:kg:363.0
2009:23353:Kč:Papriky:51.7:Kč:1.0:kg:452.0
2010:23858:Kč:Papriky:61.5:Kč:1.0:kg:388.0
2011:24452:Kč:Papriky:53.29:Kč:1.0:kg:459.0
2012:25063:Kč:Papriky:58.83:Kč:1.0:kg:426.0
2013:25031:Kč:Papriky:61.86:Kč:1.0:kg:405.0
2014:25760:Kč:Papriky:60.55:Kč:1.0:kg:425.0
2015:26582:Kč:Papriky:63.52:Kč:1.0:kg:418.0
2016:27756:Kč:Papriky:64.55:Kč:1.0:kg:430.0
2017:29626:Kč:Papriky:62.4:Kč:1.0:kg:475.0
2018:32043:Kč:Papriky:60.47:Kč:1.0:kg:530.0
2006:19536:Kč:Pečivo pšeničné bílé:38.6:Kč:1.0:kg:506.0
2007:20947:Kč:Pečivo pšeničné bílé:44.04:Kč:1.0:kg:476.0
2008:22592:Kč:Pečivo pšeničné bílé:54.31:Kč:1.0:kg:416.0
2009:23353:Kč:Pečivo pšeničné bílé:38.83:Kč:1.0:kg:601.0
2010:23858:Kč:Pečivo pšeničné bílé:33.54:Kč:1.0:kg:711.0
2011:24452:Kč:Pečivo pšeničné bílé:43.25:Kč:1.0:kg:565.0
2012:25063:Kč:Pečivo pšeničné bílé:43.67:Kč:1.0:kg:574.0
2013:25031:Kč:Pečivo pšeničné bílé:41.98:Kč:1.0:kg:596.0
2014:25760:Kč:Pečivo pšeničné bílé:40.54:Kč:1.0:kg:635.0
2015:26582:Kč:Pečivo pšeničné bílé:39.46:Kč:1.0:kg:674.0
2016:27756:Kč:Pečivo pšeničné bílé:40.84:Kč:1.0:kg:680.0
2017:29626:Kč:Pečivo pšeničné bílé:45.23:Kč:1.0:kg:655.0
2018:32043:Kč:Pečivo pšeničné bílé:43.84:Kč:1.0:kg:731.0
2006:19536:Kč:Pivo výčepní, světlé, lahvové:8.45:Kč:0.5:l:2312.0
2007:20947:Kč:Pivo výčepní, světlé, lahvové:8.51:Kč:0.5:l:2461.0
2008:22592:Kč:Pivo výčepní, světlé, lahvové:8.97:Kč:0.5:l:2519.0
2009:23353:Kč:Pivo výčepní, světlé, lahvové:9.18:Kč:0.5:l:2544.0
2010:23858:Kč:Pivo výčepní, světlé, lahvové:9.89:Kč:0.5:l:2412.0
2011:24452:Kč:Pivo výčepní, světlé, lahvové:10.05:Kč:0.5:l:2433.0
2012:25063:Kč:Pivo výčepní, světlé, lahvové:10.16:Kč:0.5:l:2467.0
2013:25031:Kč:Pivo výčepní, světlé, lahvové:10.55:Kč:0.5:l:2373.0
2014:25760:Kč:Pivo výčepní, světlé, lahvové:10.63:Kč:0.5:l:2423.0
2015:26582:Kč:Pivo výčepní, světlé, lahvové:10.68:Kč:0.5:l:2489.0
2016:27756:Kč:Pivo výčepní, světlé, lahvové:11.24:Kč:0.5:l:2469.0
2017:29626:Kč:Pivo výčepní, světlé, lahvové:11.3:Kč:0.5:l:2622.0
2018:32043:Kč:Pivo výčepní, světlé, lahvové:11.81:Kč:0.5:l:2713.0
2006:19536:Kč:Pomeranče:24.73:Kč:1.0:kg:790.0
2007:20947:Kč:Pomeranče:30.23:Kč:1.0:kg:693.0
2008:22592:Kč:Pomeranče:31.29:Kč:1.0:kg:722.0
2009:23353:Kč:Pomeranče:29.79:Kč:1.0:kg:784.0
2010:23858:Kč:Pomeranče:30.62:Kč:1.0:kg:779.0
2011:24452:Kč:Pomeranče:28.06:Kč:1.0:kg:871.0
2012:25063:Kč:Pomeranče:30.19:Kč:1.0:kg:830.0
2013:25031:Kč:Pomeranče:31.37:Kč:1.0:kg:798.0
2014:25760:Kč:Pomeranče:29.68:Kč:1.0:kg:868.0
2015:26582:Kč:Pomeranče:32.5:Kč:1.0:kg:818.0
2016:27756:Kč:Pomeranče:32.6:Kč:1.0:kg:851.0
2017:29626:Kč:Pomeranče:36.32:Kč:1.0:kg:816.0
2018:32043:Kč:Pomeranče:36.5:Kč:1.0:kg:878.0
2006:19536:Kč:Přírodní minerální voda uhličitá:7.69:Kč:1.0:l:2540.0
2007:20947:Kč:Přírodní minerální voda uhličitá:7.73:Kč:1.0:l:2710.0
2008:22592:Kč:Přírodní minerální voda uhličitá:8.27:Kč:1.0:l:2732.0
2009:23353:Kč:Přírodní minerální voda uhličitá:8.21:Kč:1.0:l:2844.0
2010:23858:Kč:Přírodní minerální voda uhličitá:8.03:Kč:1.0:l:2971.0
2011:24452:Kč:Přírodní minerální voda uhličitá:8.29:Kč:1.0:l:2950.0
2012:25063:Kč:Přírodní minerální voda uhličitá:8.9:Kč:1.0:l:2816.0
2013:25031:Kč:Přírodní minerální voda uhličitá:8.74:Kč:1.0:l:2864.0
2014:25760:Kč:Přírodní minerální voda uhličitá:8.69:Kč:1.0:l:2964.0
2015:26582:Kč:Přírodní minerální voda uhličitá:8.7:Kč:1.0:l:3055.0
2016:27756:Kč:Přírodní minerální voda uhličitá:8.66:Kč:1.0:l:3205.0
2017:29626:Kč:Přírodní minerální voda uhličitá:8.78:Kč:1.0:l:3374.0
2018:32043:Kč:Přírodní minerální voda uhličitá:8.65:Kč:1.0:l:3704.0
2006:19536:Kč:Pšeničná mouka hladká:7.41:Kč:1.0:kg:2636.0
2007:20947:Kč:Pšeničná mouka hladká:9.08:Kč:1.0:kg:2307.0
2008:22592:Kč:Pšeničná mouka hladká:12.98:Kč:1.0:kg:1741.0
2009:23353:Kč:Pšeničná mouka hladká:9.97:Kč:1.0:kg:2342.0
2010:23858:Kč:Pšeničná mouka hladká:8.77:Kč:1.0:kg:2720.0
2011:24452:Kč:Pšeničná mouka hladká:11.44:Kč:1.0:kg:2137.0
2012:25063:Kč:Pšeničná mouka hladká:11.53:Kč:1.0:kg:2174.0
2013:25031:Kč:Pšeničná mouka hladká:13.34:Kč:1.0:kg:1876.0
2014:25760:Kč:Pšeničná mouka hladká:13.12:Kč:1.0:kg:1963.0
2015:26582:Kč:Pšeničná mouka hladká:12.59:Kč:1.0:kg:2111.0
2016:27756:Kč:Pšeničná mouka hladká:11.03:Kč:1.0:kg:2516.0
2017:29626:Kč:Pšeničná mouka hladká:11.43:Kč:1.0:kg:2592.0
2018:32043:Kč:Pšeničná mouka hladká:11.44:Kč:1.0:kg:2801.0
2006:19536:Kč:Rajská jablka červená kulatá:57.83:Kč:1.0:kg:338.0
2007:20947:Kč:Rajská jablka červená kulatá:40.32:Kč:1.0:kg:520.0
2008:22592:Kč:Rajská jablka červená kulatá:35.58:Kč:1.0:kg:635.0
2009:23353:Kč:Rajská jablka červená kulatá:34.92:Kč:1.0:kg:669.0
2010:23858:Kč:Rajská jablka červená kulatá:42.21:Kč:1.0:kg:565.0
2011:24452:Kč:Rajská jablka červená kulatá:30.31:Kč:1.0:kg:807.0
2012:25063:Kč:Rajská jablka červená kulatá:37.85:Kč:1.0:kg:662.0
2013:25031:Kč:Rajská jablka červená kulatá:37.1:Kč:1.0:kg:675.0
2014:25760:Kč:Rajská jablka červená kulatá:41.16:Kč:1.0:kg:626.0
2015:26582:Kč:Rajská jablka červená kulatá:42.77:Kč:1.0:kg:622.0
2016:27756:Kč:Rajská jablka červená kulatá:40.57:Kč:1.0:kg:684.0
2017:29626:Kč:Rajská jablka červená kulatá:44.7:Kč:1.0:kg:663.0
2018:32043:Kč:Rajská jablka červená kulatá:44.49:Kč:1.0:kg:720.0
2006:19536:Kč:Rostlinný roztíratelný tuk:69.45:Kč:1.0:kg:281.0
2007:20947:Kč:Rostlinný roztíratelný tuk:69.5:Kč:1.0:kg:301.0
2008:22592:Kč:Rostlinný roztíratelný tuk:84.4:Kč:1.0:kg:268.0
2009:23353:Kč:Rostlinný roztíratelný tuk:84.41:Kč:1.0:kg:277.0
2010:23858:Kč:Rostlinný roztíratelný tuk:80.42:Kč:1.0:kg:297.0
2011:24452:Kč:Rostlinný roztíratelný tuk:88.72:Kč:1.0:kg:276.0
2012:25063:Kč:Rostlinný roztíratelný tuk:90.02:Kč:1.0:kg:278.0
2013:25031:Kč:Rostlinný roztíratelný tuk:93.3:Kč:1.0:kg:268.0
2014:25760:Kč:Rostlinný roztíratelný tuk:93.05:Kč:1.0:kg:277.0
2015:26582:Kč:Rostlinný roztíratelný tuk:91.53:Kč:1.0:kg:290.0
2016:27756:Kč:Rostlinný roztíratelný tuk:91.44:Kč:1.0:kg:304.0
2017:29626:Kč:Rostlinný roztíratelný tuk:94.29:Kč:1.0:kg:314.0
2018:32043:Kč:Rostlinný roztíratelný tuk:99.4:Kč:1.0:kg:322.0
2006:19536:Kč:Rýže loupaná dlouhozrnná:21.29:Kč:1.0:kg:918.0
2007:20947:Kč:Rýže loupaná dlouhozrnná:23.86:Kč:1.0:kg:878.0
2008:22592:Kč:Rýže loupaná dlouhozrnná:32.69:Kč:1.0:kg:691.0
2009:23353:Kč:Rýže loupaná dlouhozrnná:36.1:Kč:1.0:kg:647.0
2010:23858:Kč:Rýže loupaná dlouhozrnná:33.93:Kč:1.0:kg:703.0
2011:24452:Kč:Rýže loupaná dlouhozrnná:33.34:Kč:1.0:kg:733.0
2012:25063:Kč:Rýže loupaná dlouhozrnná:34.04:Kč:1.0:kg:736.0
2013:25031:Kč:Rýže loupaná dlouhozrnná:34.73:Kč:1.0:kg:721.0
2014:25760:Kč:Rýže loupaná dlouhozrnná:35.32:Kč:1.0:kg:729.0
2015:26582:Kč:Rýže loupaná dlouhozrnná:35.93:Kč:1.0:kg:740.0
2016:27756:Kč:Rýže loupaná dlouhozrnná:36.52:Kč:1.0:kg:760.0
2017:29626:Kč:Rýže loupaná dlouhozrnná:36.3:Kč:1.0:kg:816.0
2018:32043:Kč:Rýže loupaná dlouhozrnná:36.18:Kč:1.0:kg:886.0
2006:19536:Kč:Šunkový salám:116.77:Kč:1.0:kg:167.0
2007:20947:Kč:Šunkový salám:116.44:Kč:1.0:kg:180.0
2008:22592:Kč:Šunkový salám:118.98:Kč:1.0:kg:190.0
2009:23353:Kč:Šunkový salám:117.99:Kč:1.0:kg:198.0
2010:23858:Kč:Šunkový salám:116.98:Kč:1.0:kg:204.0
2011:24452:Kč:Šunkový salám:115.91:Kč:1.0:kg:211.0
2012:25063:Kč:Šunkový salám:121.75:Kč:1.0:kg:206.0
2013:25031:Kč:Šunkový salám:126.24:Kč:1.0:kg:198.0
2014:25760:Kč:Šunkový salám:129.43:Kč:1.0:kg:199.0
2015:26582:Kč:Šunkový salám:128.86:Kč:1.0:kg:206.0
2016:27756:Kč:Šunkový salám:130.21:Kč:1.0:kg:213.0
2017:29626:Kč:Šunkový salám:142.03:Kč:1.0:kg:209.0
2018:32043:Kč:Šunkový salám:144.88:Kč:1.0:kg:221.0
2006:19536:Kč:Těstoviny vaječné:26.1:Kč:1.0:kg:749.0
2007:20947:Kč:Těstoviny vaječné:26.71:Kč:1.0:kg:784.0
2008:22592:Kč:Těstoviny vaječné:30.76:Kč:1.0:kg:734.0
2009:23353:Kč:Těstoviny vaječné:30.98:Kč:1.0:kg:754.0
2010:23858:Kč:Těstoviny vaječné:31.94:Kč:1.0:kg:747.0
2011:24452:Kč:Těstoviny vaječné:35.14:Kč:1.0:kg:696.0
2012:25063:Kč:Těstoviny vaječné:37.54:Kč:1.0:kg:668.0
2013:25031:Kč:Těstoviny vaječné:41.0:Kč:1.0:kg:611.0
2014:25760:Kč:Těstoviny vaječné:42.54:Kč:1.0:kg:606.0
2015:26582:Kč:Těstoviny vaječné:44.42:Kč:1.0:kg:598.0
2016:27756:Kč:Těstoviny vaječné:44.82:Kč:1.0:kg:619.0
2017:29626:Kč:Těstoviny vaječné:46.55:Kč:1.0:kg:636.0
2018:32043:Kč:Těstoviny vaječné:47.88:Kč:1.0:kg:669.0
2006:19536:Kč:Vejce slepičí čerstvá:23.49:Kč:10.0:ks:832.0
2007:20947:Kč:Vejce slepičí čerstvá:24.97:Kč:10.0:ks:839.0
2008:22592:Kč:Vejce slepičí čerstvá:28.12:Kč:10.0:ks:803.0
2009:23353:Kč:Vejce slepičí čerstvá:26.02:Kč:10.0:ks:898.0
2010:23858:Kč:Vejce slepičí čerstvá:25.15:Kč:10.0:ks:949.0
2011:24452:Kč:Vejce slepičí čerstvá:23.21:Kč:10.0:ks:1054.0
2012:25063:Kč:Vejce slepičí čerstvá:35.92:Kč:10.0:ks:698.0
2013:25031:Kč:Vejce slepičí čerstvá:30.49:Kč:10.0:ks:821.0
2014:25760:Kč:Vejce slepičí čerstvá:30.93:Kč:10.0:ks:833.0
2015:26582:Kč:Vejce slepičí čerstvá:31.14:Kč:10.0:ks:854.0
2016:27756:Kč:Vejce slepičí čerstvá:28.65:Kč:10.0:ks:969.0
2017:29626:Kč:Vejce slepičí čerstvá:36.34:Kč:10.0:ks:815.0
2018:32043:Kč:Vejce slepičí čerstvá:38.39:Kč:10.0:ks:835.0
2006:19536:Kč:Vepřová pečeně s kostí:105.18:Kč:1.0:kg:186.0
2007:20947:Kč:Vepřová pečeně s kostí:102.89:Kč:1.0:kg:204.0
2008:22592:Kč:Vepřová pečeně s kostí:106.46:Kč:1.0:kg:212.0
2009:23353:Kč:Vepřová pečeně s kostí:106.48:Kč:1.0:kg:219.0
2010:23858:Kč:Vepřová pečeně s kostí:100.48:Kč:1.0:kg:237.0
2011:24452:Kč:Vepřová pečeně s kostí:100.04:Kč:1.0:kg:244.0
2012:25063:Kč:Vepřová pečeně s kostí:109.42:Kč:1.0:kg:229.0
2013:25031:Kč:Vepřová pečeně s kostí:115.87:Kč:1.0:kg:216.0
2014:25760:Kč:Vepřová pečeně s kostí:116.37:Kč:1.0:kg:221.0
2015:26582:Kč:Vepřová pečeně s kostí:108.66:Kč:1.0:kg:245.0
2016:27756:Kč:Vepřová pečeně s kostí:109.46:Kč:1.0:kg:254.0
2017:29626:Kč:Vepřová pečeně s kostí:118.27:Kč:1.0:kg:250.0
